Date,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
2021-01-06,0.23681342791014037,0.22937859077455583,0.17972634871556606,0.21531596311794554
2021-01-07,0.21853332218106405,0.23611021404761803,0.17836279395341048,0.21686842046288074
2021-01-08,0.20836090655221812,0.24614544840670596,0.1805755206190504,0.22608055851719436
2021-01-11,0.20640637209128418,0.27498829351115617,0.18826640057311209,0.22907994910544127
2021-01-12,0.21258980252555248,0.2708898567442148,0.20741256230688157,0.2216202264124825
2021-01-13,0.21309583950158575,0.2589676269451085,0.20585083409058147,0.22081360373657377
2021-01-14,0.20523659129881378,0.26441331058582573,0.2084585023923477,0.2332057103200826
2021-01-15,0.1939662366676781,0.2686647860867851,0.2110831687486075,0.22766882701212218
2021-01-18,0.1954278216933646,0.28279497766995404,0.22087576333553602,0.22936908865426253
2021-01-19,0.19484047496397508,0.28270013108914666,0.22504789591096525,0.23001368228101393
2021-01-20,0.19743839472856808,0.2848209493665319,0.2256141492730578,0.22671036485074586
2021-01-21,0.192502886444251,0.28210338936114215,0.22912788656532326,0.23160443240444437
2021-01-22,0.19778591607031729,0.28046075493433276,0.23832393913950867,0.22756312744161694
2021-01-25,0.20042881012769706,0.28347427920557783,0.28483901203416034,0.22854133847370975
2021-01-27,0.22783144844679504,0.29090697067846977,0.2919123399285183,0.23261837477467384
2021-01-28,0.23833571062772058,0.2963507309352304,0.29218981147285,0.23806829988542738
2021-01-29,0.23830798415933493,0.31034146263089707,0.29612274967232566,0.25120854361653766
2021-02-01,0.29290823811426264,0.312558391085665,0.30910745796748545,0.25129360836334474
2021-02-02,0.3268691572315633,0.30507899928247617,0.3130190017217655,0.2557375186424088
2021-02-03,0.3136679271468311,0.30344419750796753,0.30392598705316404,0.2503573048894187
2021-02-04,0.31344910207053633,0.2867648359762467,0.3040460860062195,0.24769842416741777
2021-02-05,0.31393142970489946,0.277489373946452,0.30384082518445876,0.24907077907940517
2021-02-08,0.3123766026227612,0.2825869618813748,0.2970364929021908,0.2525868530732253
2021-02-09,0.3117808655608649,0.2825522797363027,0.2967758262059382,0.25608491778312015
2021-02-10,0.3184306445282354,0.2830347175845631,0.2975615164605498,0.2571492664711351
2021-02-11,0.31963477883030694,0.28305689378291576,0.32075347246952995,0.25578717758134295
2021-02-12,0.31973040978199585,0.284683643417247,0.321091582710927,0.2503791902864451
2021-02-15,0.32224361273727936,0.2846487669158382,0.3214928066611033,0.24997760882844133
2021-02-16,0.32065185636680504,0.2814215309621762,0.3234596730110325,0.22854388638833145
2021-02-17,0.33169185236321874,0.2819082057580662,0.32205215827900124,0.22560728698311006
2021-02-18,0.3382399852521476,0.281747560264273,0.31201677103118547,0.22259935195496888
2021-02-19,0.3398859347909654,0.2776966649424571,0.3118765555454284,0.2221338840375621
2021-02-22,0.3391800059114673,0.2587737556393348,0.32914638009696695,0.2307856498990316
2021-02-23,0.34022148793370394,0.211333979499726,0.3238490663424897,0.22506395800481324
2021-02-24,0.36477728501408296,0.212910811755553,0.31578289789183794,0.22644842462615547
2021-02-25,0.3636832715510062,0.20915862809039654,0.33286311906368116,0.2323840942450911
2021-02-26,0.3893293469921096,0.2113828146528034,0.34372121071683087,0.22915523928297418
2021-03-01,0.39135589167715196,0.20960112826682997,0.34140005289476877,0.23269123710968412
2021-03-02,0.39061465102043924,0.21745610423641695,0.33551055095185844,0.2497690180941967
2021-03-03,0.39010893788473927,0.23411863211779535,0.3563206274990299,0.2529589312082069
2021-03-04,0.39531699640941503,0.23064858128608753,0.35566616977437443,0.24792564789860683
2021-03-05,0.3961661691675614,0.23250570072524107,0.3507778646780722,0.24894980804377617
2021-03-08,0.39117338678274927,0.23649487810511047,0.34268586172283805,0.24662165976655653
2021-03-09,0.39728890497119845,0.23473348109620576,0.2999443558316962,0.2518490167679207
2021-03-10,0.3805193869579914,0.23226658650251758,0.2892962195915379,0.2522951550150489
2021-03-12,0.3698371026918787,0.22380828698108612,0.2955037116027309,0.24667050012804784
2021-03-15,0.37285929330287976,0.20307294633077294,0.292461892511985,0.2349025349398526
2021-03-16,0.33075983788255736,0.19905001778459297,0.2841541244721014,0.2372421667330533
2021-03-17,0.28694212378989786,0.1984945791717797,0.29062311258609824,0.22910599827383224
